Tên sản phẩm,Loại sản phẩm,Mã SKU,LC_CN1_Tồn kho ban đầu,LC_CN1_Giá vốn khởi tạo,PL_Giá bán lẻ,PL_Giá nhập
Bình Sơn Mài Giọt Nước 31 cm,Hàng Sơn Mài,SM/BGNUOC/31,2,0,320.000,237.000
Bình Sơn Mài Xoăn cỡ lớn,Hàng Sơn Mài,SM/BXOAN/L,2,0,360.000,267.000
Bình Phu Thê dẹt cỡ trung,Hàng Sơn Mài,SM/VC/DET/M,2,0,360.000,267.000
Lọ huệ S2 vẽ sen,Hàng Gốm Sứ,ALH251301,2,0,300.000,222.000
GBA Trà bình minh,"Đồ Ăn, Thức Uống",8935305200782,2,0,200.000,148.000
GBA Trà 54 dân tộc,"Đồ Ăn, Thức Uống",8935305200911,2,0,250.000,185.000
GBA Trà hoa hồng,"Đồ Ăn, Thức Uống",8935305200058,2,0,250.000,185.000
Khay bầu dục gắn trai có quai Kt 20x33,"Khay tre, khảm trai, gỗ",KBDGTCQ/20X33,2,0,170.000,126.000
Xoài sấy dẻo Sao Khuê,"Đồ Ăn, Thức Uống",8938510945240,2,0,50.000,37.000
Kẹo hải hà Jelly trái cây gói 100g,"Đồ Ăn, Thức Uống",8934595063183,2,0,20.000,15.000
Khay chữ nhật gắn trai có quai KT: 36x26,"Khay tre, khảm trai, gỗ",KCNGTCQ/36X26,2,0,220.000,163.000
KHAY NAN HCN 13x18 sen,Hàng Gốm Sứ,HB/KH/NAN1318/S,2,0,250.000,185.000
Bát tô F20 hỏa biến sen CL,Hàng Gốm Sứ,HB/BT/F20/SEN,2,0,350.000,259.000
Bát tô F13-14 hỏa biến sen CL,Hàng Gốm Sứ,HB/BT/F13-14/S,2,0,160.000,119.000
Ấm mắm hoả biến sen,Hàng Gốm Sứ,HBHB/AMM/SEN,2,0,120.000,89.000
Chó S1 Deco,Hàng Gốm Sứ,THHTT02/S1,2,0,100.000,74.000
Mèo cá S1,Hàng Gốm Sứ,THHTT01/S1,2,0,130.000,96.000
Cú lùn S2,Hàng Gốm Sứ,THHTT09/S2,2,0,90.000,67.000
Cú lùn S1,Hàng Gốm Sứ,THHTT09/S1,2,0,130.000,96.000
Bộ khố nam thổ cẩm Tây Nguyên,Quần Áo,BK/NAM/TC/TN,2,0,1.000.000,741.000
Áo già làng Tây Nguyên,Quần Áo,AGL/TN,2,0,1.000.000,741.000
Bát cơm HB,Hàng Gốm Sứ,HB/BC,2,0,70.000,52.000
Đĩa kê ấm của bộ AC TTS siêu hoa,Hàng Gốm Sứ,DIA/TTS/10,2,0,100.000,74.000
Trà đinh gói nhỏ 10gr,"Đồ Ăn, Thức Uống",TRA/DB/10GR,2,0,40.000,30.000
Làn cói có khóa đính quả bông,"Túi xách, Làn, Ví",LC/K/QB,2,0,270.000,200.000
Tranh đĩa F24 vẽ hoa,Hàng Gốm Sứ,ATDF24/05,2,0,1.500.000,1.111.000
Cà phê Trung Tín hộp bột Arabica có phin 250gr,"Đồ Ăn, Thức Uống",580097/P,2,0,200.000,148.000
Lục bình cổ ngắn 1m3 vẽ tứ cảnh vẽ vàng bọc đồng,Hàng Gốm Sứ,BLBV304006BD,2,0,300.000.000,222.222.000
Bộ Ac thờ men kem,Hàng Gốm Sứ,TACHD007,2,0,350.000,259.000
Bộ AC men HB,Hàng Gốm Sứ,AAC088,2,0,1.200.000,889.000
Xì gà Pyramide extra 54,"Xì Gà, Thuốc Lá",8936009053148,2,0,6.500.000,4.815.000
Xì gà LOTUS S (hộp giấy 25 điếu),"Xì Gà, Thuốc Lá",8936031839154,2,0,1.000.000,741.000
CAPHE ROBUSTA MIX ARABICA GÓI 200G,"Đồ Ăn, Thức Uống",CP/R/A/200G,2,0,140.000,104.000
CÀ PHÊ ROBUSTA GÓI 200G,"Đồ Ăn, Thức Uống",CP/R/200G,2,0,140.000,104.000
CAPHE ARABICA GÓI 200G,"Đồ Ăn, Thức Uống",CP/A/200G,2,0,140.000,104.000
Đĩa bộ ac men gấm cl,Hàng Gốm Sứ,T/AC/GAM/CL_DLE,2,0,1.200.000,889.000
Đồ chơi mini,Hàng Gốm Sứ,DOCHOI,2,0,30.000,22.000
phin cà phê màu đỏ phi 7,Phin CF,PCP/DO/7,2,2.560,120.000,89.000
Đĩa rẻ quạt HB sen,Hàng Gốm Sứ,HB/D/QUAT/SEN,2,0,250.000,185.000
Ba lô thổ cẩm to KT: 30x35,"Túi xách, Làn, Ví",TC/BL/30X35,2,0,200.000,148.000
Áo cô màu hồng size M,Quần Áo,AC/H/M,2,0,2.500.000,1.852.000
Cà phê Robusta mix Arabica 500g,"Đồ Ăn, Thức Uống",CP/R/A/500G,2,0,320.000,237.000
Làn nhựa quai da cỡ M KT: 25x39,"Túi xách, Làn, Ví",LNQD/M/25-39,2,0,250.000,185.000
Làn nhựa quai da cỡ trung,"Túi xách, Làn, Ví",LNQD/M,2,62.500,250.000,185.000
Ly có nắp H24 vẽ các loại,Hàng Gốm Sứ,TCOCTL08,2,0,400.000,296.000
"Cốc lúa mạch có nắp,quai",Hàng Gốm Sứ,CLM04,2,0,100.000,74.000
Nón cỏ bàng vẽ hoa thường phi 41,"Nón, Nón treo",NCBVHT/41,2,0,350.000,259.000
Hoa hòe,"Đồ Ăn, Thức Uống",HHOE,2,0,100.000,74.000
Trà hoa cúc (lọ),"Đồ Ăn, Thức Uống",TRA/HCUC,2,0,60.000,44.000
Hạt tiêu đen,"Đồ Ăn, Thức Uống",HTIEU,2,0,60.000,44.000
Cốc vuốt sen HB,Hàng Gốm Sứ,HB/C/V/SEN,2,0,90.000,67.000
Trà xanh Thái Nguyên 100g nhãn xanh 1,"Đồ Ăn, Thức Uống",TRA/100G/X/1,2,60.000,150.000,111.000
Khay đựng mứt SM F28,Hàng Sơn Mài,SM/KHM/F28,2,0,1.000.000,741.000
Kẹp sách giấy xoắn,Thủ công mỹ nghệ,KSGX,2,0,30.000,22.000
Ví thổ cẩm hình cú khoá chuông KT 22x13,"Túi xách, Làn, Ví",TC/VHC,2,0,100.000,74.000
Xì gà HANOS - HNC52 (hộp sơn mài 10 điếu/ hộp),"Xì Gà, Thuốc Lá",8936009052578,2,0,8.000.000,5.926.000
Xì gà Motesco 55 in Lacquer Box (10 điếu/hộp),"Xì Gà, Thuốc Lá",8936009053124,2,0,5.500.000,4.074.000
MR.VIET Cà phê Hòa Tan 3 trong 1 (MR.VIET 3 in 1 Instant Coffee),"Đồ Ăn, Thức Uống",8936135430226,2,0,120.000,89.000
Khay tròn thảm gỗ có quai KT phi 24,"Khay tre, khảm trai, gỗ",KTTGCQ/24,2,0,160.000,119.000
Bộ AC TTS siêu hoa,Hàng Gốm Sứ,TTS10,2,0,2.000.000,1.481.000
BỘ AC TTS SEN CÁ NỔI,Hàng Gốm Sứ,TTS/SC,2,0,2.000.000,1.481.000
Tranh đĩa sen tròn SM cong phi 20,Hàng Sơn Mài,SM/TR/DSTC20,2,0,300.000,222.000
Khay tre tròn KT: phi 35 x 5cm,"Khay tre, khảm trai, gỗ",KTT/35X5,2,0,250.000,185.000
Khay tròn gắn trai có quai KT phi 24cm,"Khay tre, khảm trai, gỗ",KTGTCQ/24,2,0,220.000,163.000
Khay tròn gắn trai có quai KT: phi 28cm,"Khay tre, khảm trai, gỗ",KTGTCQ/28,2,0,250.000,185.000
Bình A còng SM 22 cm,Hàng Sơn Mài,BACONG/22,2,0,500.000,370.000
Cược vỏ Heineken + 24 vỏ chai,"Đồ Ăn, Thức Uống",C/K,1,0,60.000,44.000
Chó len chân ngắn,Len,LEN/CCN,1,0,200.000,148.000
Thỏ len váy thêu hoa,Len,LEN/TVTH,1,0,200.000,148.000
Ngựa len pony sừng ngũ sắc,Len,LEN/NPONYSNS,1,0,300.000,222.000
Thỏ len váy cầu vồng búp bê,Len,LEN/TVCVBB,1,0,200.000,148.000
Kẹo xốp TARO khoai môn Hải Hà 70g,"Đồ Ăn, Thức Uống",8934595060779,1,0,10.000,7.000
Kẹo dẻo xoài vàng bóc vỏ Vietthai 255g,"Đồ Ăn, Thức Uống",8936029721843,1,0,35.000,26.000
Cà phê Cộng sữa hòa tan 12 Stick,"Đồ Ăn, Thức Uống",8938531133633,1,0,70.000,52.000
Bình Sơn mài mang cá lỗ Lớn 34 cm,Hàng Sơn Mài,SM/BMCLL/L,1,0,500.000,370.000
Bình Sơn mài mang cá lỗ Trung 27 cm,Hàng Sơn Mài,SM/BMCLT/M,1,0,420.000,311.000
Thỏ len yếm nam size to,Len,LEN/TYN/TR,1,0,300.000,222.000
Rượu Sông Cái Dry Gin 220ml (45%),Rượu,R/DRYGIN220,1,0,525.000,389.000
Rượu Sông Cái Floral Gin 220ml (45%),Rượu,8938528319996,1,0,600.000,444.000
Trà cung đình gói màu đỏ G10 kèm gói nhỏ KM uống thử,"Đồ Ăn, Thức Uống",89338506776032,1,0,100.000,74.000
Đĩa muối vẽ hoa cl,Hàng Gốm Sứ,ADM03,1,0,30.000,22.000
Bình A còng 17 cm,Hàng Sơn Mài,BACONG/17,1,0,450.000,333.000
Bình Sơn Mài Vầng Trăng đại,Hàng Sơn Mài,SM/BVTRANG/L,1,0,400.000,296.000
Socola đen Tiền Giang 70% Marou 80g,"Đồ Ăn, Thức Uống",8938505214436,1,0,140.000,104.000
Socola cà phê sữa 44% Marou 80g,"Đồ Ăn, Thức Uống",8938505214283,1,0,155.000,115.000
Socola trắng Việt NamVanilla44% Marou 80g,"Đồ Ăn, Thức Uống",8938551295137,1,0,155.000,115.000
Tranh đĩa tròn sơn mài phi 45,Hàng Sơn Mài,SM/TR/DTR/45,1,0,950.000,704.000
Tranh đĩa tròn sơn mài Phố Cổ phi 45,Hàng Sơn Mài,SM/TR/DTRPCO/45,1,0,950.000,704.000
Bộ ấm pha trà thủy tinh gồm bếp và ấm (không chén),"Giá Kệ, Công cụ, Dụng Cụ",BAPT/TT/BA,1,0,500.000,370.000
Tranh đĩa tròn sơn mài PICATSO cong phi 20,Hàng Sơn Mài,SM/TR/DTCPICATSO/20,1,0,250.000,185.000
Bình sơn mài mang cá vầng trăng (26 cm),Hàng Sơn Mài,SM/MCVTRANG,1,0,450.000,333.000
Bình sơn mài xoăn cỡ nhỏ,Hàng Sơn Mài,SM/BXOAN/S,1,0,300.000,222.000
Cafe Wake up Sài Gòn 456g,"Đồ Ăn, Thức Uống",8934683007044,1,0,70.000,52.000
Khay mây thảm trai Seal hình vuông KT 22,"Khay tre, khảm trai, gỗ",KMTT/V/SEAL/22,1,0,190.000,141.000
Khay mây thảm trai Seal hình chữ nhật KT22x11,"Khay tre, khảm trai, gỗ",KM/HCN/S22X11,1,0,150.000,111.000
Khay mây thảm trai hình bầu dục KT 23X33,"Khay tre, khảm trai, gỗ",KMTTHBD/23X33,1,0,180.000,133.000
Khay mây thảm trai hình bầu dục KT 20X30,"Khay tre, khảm trai, gỗ",KMTTHBD/20X30,1,0,170.000,126.000
Khay mây thảm trai hình bầu dục KT 17X27,"Khay tre, khảm trai, gỗ",KMTTHBD/17X27,1,0,160.000,119.000
Khay gắn trai hình chữ nhật KT 15x25,"Khay tre, khảm trai, gỗ",KGTHCN/15x25,1,0,220.000,163.000
Mèo len chân ngắn,Len,LEN/MCN,1,0,200.000,148.000
Pikachu len,Len,LEN/PIKACHU,1,0,220.000,163.000
Búp bê len bạch tuyết,Len,LEN/BBBT,1,0,350.000,259.000
Hươu sọc len size to,Len,LEN/HS/T,1,0,300.000,222.000
Sư tử len không đeo cờ,Len,LEN/STKDC,1,0,200.000,148.000
Móc khóa len Picachu 1 sợi cao cấp,Len,LEN/MKP1SCC,1,0,100.000,74.000
Bình Sơn Mài vòi thẳng cỡ lớn 32 c,Hàng Sơn Mài,SM/BVT/L/32,1,0,400.000,296.000
Bình Sơn Mài vòi thẳng cỡ nhỏ 26 cm,Hàng Sơn Mài,SM/BVT/S/26,1,0,300.000,222.000
Bình Phu Thê nhỏ bụng bầu (Cao 19 cm),Hàng Sơn Mài,SM/VC/BB/S,1,0,500.000,370.000
Bát tô F18 vẽ hoa CL,Hàng Gốm Sứ,AB18/01,1,0,150.000,111.000
GBA trà người phụ nữ nghị lực,"Đồ Ăn, Thức Uống",8935305200874,1,0,220.000,163.000
GBA Trà sáng tạo,"Đồ Ăn, Thức Uống",8935305200041,1,0,210.000,156.000
GBA trà gạo lứt huyết rồng thao thủ công,"Đồ Ăn, Thức Uống",8935305201079,1,0,200.000,148.000
GBA Trà hoa cúc,"Đồ Ăn, Thức Uống",8935305200836,1,0,250.000,185.000
Quế sáo gói,"Đồ Ăn, Thức Uống",QS/G,1,0,50.000,37.000
Bảo bình vẽ cửu long quần tụ vẽ vàng,Hàng Gốm Sứ,BLBBV14767007,1,0,350.000.000,259.259.000
Mèo S2,Hàng Gốm Sứ,THHTT04/S2,1,0,70.000,52.000
Mèo S1,Hàng Gốm Sứ,THHTT04/S1,1,0,120.000,89.000
Chó tai cụp S3,Hàng Gốm Sứ,THHTT12/S3,1,0,50.000,37.000
Đĩa lá hỏa biến sen,Hàng Gốm Sứ,HB/D/LA/SEN,1,0,250.000,185.000
Bát tô F18 hỏa biến sen CL,Hàng Gốm Sứ,HB/BT/F18/SEN,1,0,350.000,259.000
Gạt tàn tròn HB sen CL,Hàng Gốm Sứ,HB/GT/TR/SEN,1,0,150.000,111.000
Đĩa hoa hỏa biến 6 cánh sen,Hàng Gốm Sứ,HB/6C/SEN,1,0,70.000,52.000
Mèo cá S2,Hàng Gốm Sứ,THHTT01/S2,1,0,90.000,67.000
Chó tai cụp S2,Hàng Gốm Sứ,THHTT12/S2,1,0,70.000,52.000
Chó tai cụp S1,Hàng Gốm Sứ,THHTT12/S1,1,0,130.000,96.000
Ngựa S2,Hàng Gốm Sứ,THHTT13/S2,1,0,100.000,74.000
Ngựa S1,Hàng Gốm Sứ,THHTT13/S1,1,0,150.000,111.000
Bộ trang phục nhung đen nữ Tây Nguyên,Quần Áo,BTP/ND/NU/TN,1,0,1.000.000,741.000
Bộ trang phục quấn nữ Tây Nguyên,Quần Áo,BTP/Q/NU/TN,1,0,1.000.000,741.000
Kẹo Hải Hà cứng nhân Socola gói 90g,"Đồ Ăn, Thức Uống",8934595020957,1,0,10.000,7.000
Lọ chè phong cảnh HN vẽ vàng,Hàng Gốm Sứ,ALCV01,1,0,3.000.000,2.222.000
Đĩa F24 trâu sen,Hàng Gốm Sứ,TS/D/F24,1,0,220.000,163.000
Ấm của bộ AC TTS siêu hoa,Hàng Gốm Sứ,AM/TTS/10,1,0,900.000,667.000
Trà xanh shan tuyết A mềnh 4 sao gói 200g,"Đồ Ăn, Thức Uống",8938530964122,1,0,200.000,148.000
Bình trà trâu sen,Hàng Gốm Sứ,TS/TRA,1,0,200.000,148.000
Mật ong bạc hà,"Đồ Ăn, Thức Uống",MOBH,1,0,180.000,133.000
Cốc CF cao nắp màu,Hàng Gốm Sứ,CFTM02/H,1,0,120.000,89.000
ĐỐT TRẦM CÁC LOẠI,Hàng Gốm Sứ,TDTRAMTL01,1,0,80.000,59.000
Bộ AC HB khay tròn miệng nhún,Hàng Gốm Sứ,ACHB/KH/TR,1,0,1.200.000,889.000
Khay tre có quai,"Khay tre, khảm trai, gỗ",KTCQ,1,0,150.000,111.000
Khay vuông gắn trai KT: 26cm,"Khay tre, khảm trai, gỗ",KVGT/26,1,0,210.000,156.000
Trà xanh shan tuyết A mềnh 3 sao gói 200g,"Đồ Ăn, Thức Uống",8938530964139,1,0,100.000,74.000
khay bầu dục gắn trai có quai KT: 20x30,"Khay tre, khảm trai, gỗ",KBDCQ/20X30,1,0,170.000,126.000
Khay tròn gắn trai xếp xoắn F24 cm,"Khay tre, khảm trai, gỗ",KTGTXX/24,1,0,220.000,163.000
Cốc lọc cà phê méo,Hàng Gốm Sứ,CFTM06,1,0,130.000,96.000
Xì gà Vinaboss's Pyramide 52 (hộp gỗ vàng 10 điếu),"Xì Gà, Thuốc Lá",8936009053131,1,0,5.500.000,4.074.000
XÌ GÀ VINABOSS 60 ROBUSTO SUPERMO,"Xì Gà, Thuốc Lá",8936009053155,1,0,6.500.000,4.815.000
Xì gà HANOS - HNC 56 (hộp sợn mài 10 điếu),"Xì Gà, Thuốc Lá",8936009052615,1,0,9.000.000,6.667.000
LỌ LY SM F20,Hàng Sơn Mài,SM/LY20,1,0,150.000,111.000
Khay vuông gỗ màu nâu KT: 20x20,"Khay tre, khảm trai, gỗ",KVG/N/20X20,1,0,150.000,111.000
Set AC và hộp trà vuốt tay,Hàng Gốm Sứ,TDCAC01,1,0,3.000.000,2.222.000
"BỘ ẤM TÍCH 0,75L MEN ĐÁ",Hàng Gốm Sứ,T/TICH/0.75L/MD,1,0,700.000,519.000
Trà hoa nhài,"Đồ Ăn, Thức Uống",TRA/HN,1,0,60.000,44.000
Làn cói to có dây trang trí KT: 38x30x12,"Túi xách, Làn, Ví",MY/LAN/01,1,0,170.000,126.000
Tỏi miệng loe s3 vẽ hoa dây v.v,Hàng Gốm Sứ,ATMLV44320019,1,0,50.000.000,37.037.000
Vò thử men,Hàng Gốm Sứ,VTM01,1,0,1.000.000,741.000
Nụ tam thất,"Đồ Ăn, Thức Uống",NU/TTHAT,1,0,200.000,148.000
Trà Hồng Trà Sin Suối Hồ 100g,"Đồ Ăn, Thức Uống",8936095572417,1,0,150.000,111.000
Táo đỏ,"Đồ Ăn, Thức Uống",TAODO,1,0,70.000,52.000
Trà Hồng trà gói hút chân không 100g,"Đồ Ăn, Thức Uống",8936095576538,1,0,200.000,148.000
Hộp đựng bánh kẹo SM F15,Hàng Sơn Mài,SM/BMK/F15,1,0,1.000.000,741.000
Bình thọ gỗ SM 14cm,Hàng Sơn Mài,SM/BTG/14,1,0,100.000,74.000
Khay mây tre đựng bánh kẹo có nắp KT: F30x9,"Khay tre, khảm trai, gỗ",MY/KH/F30,1,0,400.000,296.000
Túi có quai xách đính hoa cúc KT: 29x39,"Túi xách, Làn, Ví",MY/TUI/03,1,0,300.000,222.000
Túi cói đeo vai miệng tim KT: 20x32,"Túi xách, Làn, Ví",TCDMT,1,0,250.000,185.000
Túi cói quai da đeo vai,"Túi xách, Làn, Ví",TCQDDV,1,0,250.000,185.000
Túi cói quai xách đính hoa KT: 26x20,"Túi xách, Làn, Ví",TCQXDH/26x20,1,0,200.000,148.000
Túi cói vỏ sò,"Túi xách, Làn, Ví",TCVS,1,0,180.000,133.000
Túi cói xách đeo vai buộc nơ KT: 24x 30,"Túi xách, Làn, Ví",TTCXDVBN,1,0,250.000,185.000
Túi thổ cẩm to KT: 40x45,"Túi xách, Làn, Ví",VA/T05,1,0,250.000,185.000
Túi xách thổ cẩm quai xách KT: 15x22,"Túi xách, Làn, Ví",KKT/12.12.23,1,0,200.000,148.000
Ví lụa thêu hoa cầm tay 26x6,"Túi xách, Làn, Ví",TC/VLTH,1,0,200.000,148.000
Ví thổ cẩm các loại,"Túi xách, Làn, Ví",KKV/12.12.23,1,0,120.000,89.000
Cà phê phin giấy Tự Do,"Đồ Ăn, Thức Uống",CPC/CF/TD/F,1,0,140.000,104.000
Trà gừng túi lọc Cộng (2gr x 20),"Đồ Ăn, Thức Uống",CPC/TG/L,1,0,100.000,74.000
Lọ chè decan p/cảnh HN,Hàng Gốm Sứ,ALC03,1,0,500.000,370.000
MR.VIET Xoài Sấy Chín Mọng & Dẻo Ngọt (MR.VIET Dried Mango Ripe & Sweet),"Đồ Ăn, Thức Uống",8936135431650,1,0,100.000,74.000
MR.VIET Cà Phê Hòa Tan Capuccino 4 trong 1 (MR.VIET 4 in1 Instant Coffee Cappuccino),"Đồ Ăn, Thức Uống",8936135430233,1,0,120.000,89.000
MR.VIET Moka - Cà Phê Rang Xay Túi 250g (MR.VIET Moka - Ground Coffee 250g Bag),"Đồ Ăn, Thức Uống",8936135431797,1,0,210.000,156.000
MR.VIET Culi - Cà Phê Rang Xay Túi 250g (MR.VIET Culi - Ground Coffee 250g Bag),"Đồ Ăn, Thức Uống",8936135431780,1,0,160.000,119.000
Đĩa vuông sơn mài cô gái xanh cốm size M,Hàng Sơn Mài,SM/DV/XC/G/M,1,0,110.000,81.000
Đĩa vuông sơn mài cô gái xanh cốm size S,Hàng Sơn Mài,SM/DV/XC/G/S,1,0,100.000,74.000
Đĩa vuông sơn mài hình Gà size S,Hàng Sơn Mài,SM/D/V/GA/S,1,0,100.000,74.000
Tranh sơn mài vuông 30x30,Hàng Sơn Mài,SM/TR/V30,1,0,350.000,259.000
Bình trứng hỏa biến,Hàng Gốm Sứ,HB/EGG,1,0,500.000,370.000
"Bình quả dưa HB (thấp, miệng rộng)",Hàng Gốm Sứ,HB/B/DUA.2,1,0,400.000,296.000
"Bình quả dưa HB (cao, miệng nhỏ)",Hàng Gốm Sứ,HB/B/DUA.1,1,0,600.000,444.000
Đôi cá chép men hỏa biến,Hàng Gốm Sứ,HB/CA1,1,0,600.000,444.000
Vò hoa nổi các màu,Hàng Gốm Sứ,AV1720002,1,0,1.000.000,741.000
Vò S2 hoa nổi,Hàng Gốm Sứ,AV251908,1,0,1.000.000,741.000
Hộp trà TTS,Hàng Gốm Sứ,TTS/TRA,1,0,200.000,148.000
Lọc chè TTS,Hàng Gốm Sứ,TTS/LC,1,0,200.000,148.000
LỌC CHÈ TTS CÁ NỔI,Hàng Gốm Sứ,TTS/LC/CA,1,0,200.000,148.000
LỌ TĂM TTS CÁ NỔI,Hàng Gốm Sứ,TTS/TAM/CA,1,0,150.000,111.000
Bộ AC TTS GT lùn,Hàng Gốm Sứ,TTS/GTAY,1,0,1.800.000,1.333.000
Nón Bắc Bộ trơn trẻ em,"Nón, Nón treo",NBBTTE,1,0,60.000,44.000
Đĩa vuông sơn mài hình Gà size M,Hàng Sơn Mài,SM/D/V/GA/M,1,0,110.000,81.000
Đĩa vuông sơn mài hình Gà size L,Hàng Sơn Mài,SM/D/V/GA/L,1,0,120.000,89.000
Đĩa vuông sơn mài Đồng quê size M,Hàng Sơn Mài,SM/D/V/DQ/M,1,0,110.000,81.000
Đĩa vuông sơn mài Đồng quê size L,Hàng Sơn Mài,SM/D/V/DQ/L,1,0,120.000,89.000
Khay chữ nhật gắn trai KT: 22x33,"Khay tre, khảm trai, gỗ",KCNGT/22X33,1,0,200.000,148.000
Khay vuông gắn trai KT: 25cm,"Khay tre, khảm trai, gỗ",KVGT/25,1,0,200.000,148.000
Khay vuông gắn trai KT: 29cm,"Khay tre, khảm trai, gỗ",KVGT/29,1,0,220.000,163.000
Khay tròn gắn trai có quai KT: phi 22cm,"Khay tre, khảm trai, gỗ",KTGTCQ/22,1,0,180.000,133.000
Bộ AC đỏ son sen vàng,Hàng Gốm Sứ,TACHL031,1,0,500.000,370.000
Bộ AC sao xanh 04,Hàng Gốm Sứ,TACHL021,1,0,800.000,593.000
Bộ AC hồng sa ấm k10,Hàng Gốm Sứ,TACHL009,1,0,1.000.000,741.000
Đĩa F18 hỏa biến sen,Hàng Gốm Sứ,HB/D/F18/S,0,0,180.000,133.000
Két bia chai Heineken 24 x 330ml,"Đồ Ăn, Thức Uống",KET/KEN,0,0,450.000,333.000
Thùng nước khoáng Lavie 500ml x 24 chai,"Đồ Ăn, Thức Uống",18935005801026,0,0,108.000,80.000
Thùng Coca vị nguyên bản 320ml x 24 lon,"Đồ Ăn, Thức Uống",18935049502231,0,0,195.000,144.000
Thùng bia Sài Gòn Lager 330ml x 24 lon,"Đồ Ăn, Thức Uống",18935012413328,0,0,280.000,207.000
Thùng bia Hà Nội 330ml x 24 lon,"Đồ Ăn, Thức Uống",8936000440053,0,0,285.000,211.000
Đĩa kê ấm của bộ AC sen cá nổi,Hàng Gốm Sứ,TTS/SC/DKA,0,0,100.000,74.000
Ấm của bộ AC sen cá nổi,Hàng Gốm Sứ,TTS/SC/AM,0,0,1.000.000,741.000
ĐĨA CHÉN TTS SEN CÁ NỔI,Hàng Gốm Sứ,TTS/SC/DC,0,0,100.000,74.000
CHÉN TTS SEN CÁ NỔI,Hàng Gốm Sứ,TTS/SC/C,0,0,200.000,148.000
Hộp trà TTS sen cá nổi,Hàng Gốm Sứ,TTS/TRA/CA,0,0,200.000,148.000
Rùa len ôm biểu tượng tích cực,Len,LEN/ROBTTC,0,0,60.000,44.000
Cáo len chân ngắn đeo cờ Việt Nam,Len,LEN/CCNDCVN,0,0,200.000,148.000
Cà phê Cộng nâu kem muối hòa tan 12 Stick,"Đồ Ăn, Thức Uống",8935366803458,0,0,85.000,63.000
Cà phê Cộng cốt dừa hòa tan 12 Stick,"Đồ Ăn, Thức Uống",8938531133572,0,0,85.000,63.000
Thỏ len yếm size to,Len,LEN/TY/T,0,0,300.000,222.000
Trà cung đình gói màu xanh G9,"Đồ Ăn, Thức Uống",8938506776032,0,0,90.000,67.000
Xoài phủ Socola đen Marou 100g,"Đồ Ăn, Thức Uống",8938551295304,0,0,165.000,122.000
Socola Milk Chocolate 48% Cacao Marou 80g,"Đồ Ăn, Thức Uống",8938505214467,0,0,140.000,104.000
Socola đen Bến Tre 78% Marou 80g,"Đồ Ăn, Thức Uống",8938505214351,0,0,140.000,104.000
Socola gift set 6x24gr Marou,"Đồ Ăn, Thức Uống",8938505214337,0,0,485.000,359.000
Socola Arabica Coffee Lâm Đồng 64% Marou 24g,"Đồ Ăn, Thức Uống",8938505214672,0,0,85.000,63.000
Socola Milk Chocolate 48% Cacao 24g,"Đồ Ăn, Thức Uống",8938505214474,0,0,70.000,52.000
Tranh đĩa tròn sơn mài phi 30,Hàng Sơn Mài,SM/TR/DTR/30,0,0,300.000,222.000
Bình Sơn Mài sẻ nhí,Hàng Sơn Mài,SM/BSE/S,0,0,300.000,222.000
Bột Cacao nguyên chất 16-18% Heyday,"Đồ Ăn, Thức Uống",8938512644011,0,0,130.000,96.000
Hộp Cacao sữa dừa Heyday,"Đồ Ăn, Thức Uống",8938512644448,0,0,115.000,85.000
Bình Sơn mài Mang cá Picatso trung (28 cm),Hàng Sơn Mài,SM/MCPICATSO/M,0,0,450.000,333.000
Bình sơn mài bánh tiêu cỡ trung,Hàng Sơn Mài,SM/BBTIEU/M,0,0,600.000,444.000
Làn nhựa kt 31x31,"Túi xách, Làn, Ví",LN/31x31,0,0,250.000,185.000
Làn nhựa có khóa đính quả bông,"Túi xách, Làn, Ví",LN/K/QB,0,0,270.000,200.000
Khay mây thảm trai Seal hình chữ nhật KT 37x24,"Khay tre, khảm trai, gỗ",KM/HCN/S37X24,0,0,220.000,163.000
Minion len chân ngắn,Len,LEN/MINIONCN,0,0,100.000,74.000
Lợn len chân ngắn đeo cờ Việt Nam,Len,LEN/LCNDCVN,0,0,200.000,148.000
Mèo len chân ngắn đeo cờ Vệt Nam,Len,LEN/MCNDCVN,0,0,200.000,148.000
Thỏ len chân ngắn,Len,LEN/TCN,0,0,200.000,148.000
Hổ len chân ngắn,Len,LEN/HCN,0,0,200.000,148.000
Gấu len cờ Việt Nam,Len,LEN/GCVN,0,0,200.000,148.000
Thỏ len cờ Việt Nam,Len,LEN/TCVN,0,0,200.000,148.000
Người nhện len,Len,LEN/NN,0,0,220.000,163.000
Minion len,Len,LEN/MINION,0,0,220.000,163.000
Búp bê len hoa mai,Len,LEN/BBHM,0,0,300.000,222.000
Gấu len đeo hũ mật,Len,LEN/GDHM,0,0,200.000,148.000
Thỏ ngực khoang len đeo cà rốt,Len,LEN/TNKDCR,0,0,220.000,163.000
Búp bê len dứa,Len,LEN/BBD,0,0,400.000,296.000
Thỏ len tai dài,Len,LEN/TTD,0,0,400.000,296.000
Búp bê len tóc tết,Len,LEN/BBTT,0,0,400.000,296.000
Mèo len,Len,LEN/M,0,0,220.000,163.000
Helo Kity len ngồi,Len,LEN/HKN,0,0,200.000,148.000
Búp bê len tóc xoăn,Len,LEN/BBTX,0,0,400.000,296.000
